grossUSD,numTicketsSold,ticketPriceFrom,ticketPriceTo,artist_id,artist_name,artist_url,outlier_yn
38455.0,1261,25.0,35.0,182463.0,Dan + Shay,https://www.pollstar.com/artist/dan-shay-182463,False
28734.0,953,28.0,30.0,191702.0,Small Wigs,https://www.pollstar.com/artist/small-wigs-191702,False
2810.16,173,15.0,17.0,3766.0,Trapt,https://www.pollstar.com/artist/trapt-3766,False
673774.0,9904,46.0,76.0,180686.0,The Swon Brothers,https://www.pollstar.com/artist/the-swon-brothers-180686,True
11831.0,407,29.0,0.0,151289.0,Kyng,https://www.pollstar.com/artist/kyng-151289,False
3588.0,267,12.0,15.0,912.0,Willie Nile,https://www.pollstar.com/artist/willie-nile-912,False
284426.0,6981,39.99,60.0,46788.0,Brand New,https://www.pollstar.com/artist/brand-new-46788,True
9781.0,160,57.0,62.0,28280.0,John Mayall,https://www.pollstar.com/artist/john-mayall-28280,False
131976.5,2587,25.0,100.0,26096.0,Kristin Chenoweth,https://www.pollstar.com/artist/kristin-chenoweth-26096,False
23293.55,562,11.5,91.5,729703.0,"""Metropolitan Opera Rising Stars Concert Series""",https://www.pollstar.com/artist/metropolitan-opera-rising-stars-concert-series-729703,False
7500.0,500,15.0,0.0,212968.0,Sex Stains,https://www.pollstar.com/artist/sex-stains-212968,False
466111.75,4665,56.95,172.95,41191.0,Def Leppard,https://www.pollstar.com/artist/def-leppard-41191,True
72898.0,1099,65.0,70.0,725762.0,"""Bacon & Bourbon Fest""",https://www.pollstar.com/artist/bacon-bourbon-fest-725762,False
5235.0,375,12.0,15.0,68252.0,Cody Johnson,https://www.pollstar.com/artist/cody-johnson-68252,False
6575.0,313,20.0,25.0,188180.0,Eric Bellinger,https://www.pollstar.com/artist/eric-bellinger-188180,False
223472.35,3862,36.5,96.5,20125.0,The Moody Blues,https://www.pollstar.com/artist/the-moody-blues-20125,False
2235.0,175,10.0,15.0,97770.0,Jelly Roll,https://www.pollstar.com/artist/jelly-roll-97770,False
34076.0,1217,28.0,0.0,34328.0,Good Charlotte,https://www.pollstar.com/artist/good-charlotte-34328,False
172398.0,2862,45.5,95.5,52166.0,After 7,https://www.pollstar.com/artist/after-7-52166,False
7445.0,135,39.0,68.0,169916.0,Les Stroud,https://www.pollstar.com/artist/les-stroud-169916,False
3316.0,300,10.0,12.0,185691.0,Hello Ocho,https://www.pollstar.com/artist/hello-ocho-185691,False
23100.0,1050,22.0,25.0,43782.0,Corey Smith,https://www.pollstar.com/artist/corey-smith-43782,False
8553.0,173,40.0,45.0,33994.0,Glenn Tilbrook,https://www.pollstar.com/artist/glenn-tilbrook-33994,False
6378727.0,38562,75.0,200.0,34533.0,George Strait,https://www.pollstar.com/artist/george-strait-34533,True
7802.0,370,20.0,23.0,46897.0,Brett Dennen,https://www.pollstar.com/artist/brett-dennen-46897,False
1707355.0,26265,65.0,0.0,15753.0,Phish,https://www.pollstar.com/artist/phish-15753,True
4806.0,335,14.0,16.0,166114.0,Wild Belle,https://www.pollstar.com/artist/wild-belle-166114,False
920.0,115,8.0,0.0,193416.0,Gnarwhal,https://www.pollstar.com/artist/gnarwhal-193416,False
425881.25,8223,34.75,54.75,180703.0,Cole Swindell,https://www.pollstar.com/artist/cole-swindell-180703,True
6773.0,194,29.5,49.45,11304.0,Saliva,https://www.pollstar.com/artist/saliva-11304,False
11550.0,727,18.0,0.0,190115.0,Sabrina Carpenter,https://www.pollstar.com/artist/sabrina-carpenter-190115,False
80125.0,2015,25.0,55.0,47720.0,Bob Schneider,https://www.pollstar.com/artist/bob-schneider-47720,False
3045968.0,22497,59.5,205.0,46469.0,Brooks & Dunn,https://www.pollstar.com/artist/brooks-dunn-46469,True
146056.0,1469,75.0,326.0,18330.0,Olivia Newton-John,https://www.pollstar.com/artist/olivia-newton-john-18330,False
846103.5,17000,49.5,0.0,104494.0,Tame Impala,https://www.pollstar.com/artist/tame-impala-104494,True
27500.0,500,55.0,0.0,13714.0,Rick Braun,https://www.pollstar.com/artist/rick-braun-13714,False
271166.1,5605,95.0,0.0,212823.0,Ro James,https://www.pollstar.com/artist/ro-james-212823,True
1321.0,87,15.0,17.0,20416.0,Eisley,https://www.pollstar.com/artist/eisley-20416,False
3615.0,241,15.0,0.0,180995.0,Nekrogoblikon,https://www.pollstar.com/artist/nekrogoblikon-180995,False
6746.0,467,14.0,17.0,151451.0,Katastro,https://www.pollstar.com/artist/katastro-151451,False
415.0,36,10.0,15.0,186540.0,Landlady ,https://www.pollstar.com/artist/landlady-186540,False
250.0,25,10.0,0.0,221104.0,Howardian,https://www.pollstar.com/artist/howardian-221104,False
4169.0,241,17.0,20.0,196125.0,Walter Trout Band,https://www.pollstar.com/artist/walter-trout-band-196125,False
1488.0,293,2.0,6.0,215432.0,Grand Rapids Youth Symphony & Classical Orchestra,https://www.pollstar.com/artist/grand-rapids-youth-symphony-classical-orchestra-215432,False
236233.0,2587,49.0,149.0,13305.0,R. Kelly,https://www.pollstar.com/artist/r-kelly-13305,False
1678.5,83,19.5,22.5,209816.0,Through Fire,https://www.pollstar.com/artist/through-fire-209816,False
31770.0,1067,10.0,50.0,212467.0,Lacy Cavalier,https://www.pollstar.com/artist/lacy-cavalier-212467,False
3838.0,189,20.0,22.0,86662.0,Liz Longley,https://www.pollstar.com/artist/liz-longley-86662,False
243427.0,3255,39.5,115.0,28887.0,John Mellencamp,https://www.pollstar.com/artist/john-mellencamp-28887,False
50660.0,826,35.0,85.0,16526.0,Pat Metheny,https://www.pollstar.com/artist/pat-metheny-16526,False
42961.5,1468,29.5,49.5,5081.0,Ted Nugent,https://www.pollstar.com/artist/ted-nugent-5081,False
8506.0,288,25.0,32.0,51343.0,Andy McKee,https://www.pollstar.com/artist/andy-mckee-51343,False
10976.0,733,14.0,24.0,184951.0,Judah & The Lion,https://www.pollstar.com/artist/judah-the-lion-184951,False
37025.0,1601,20.0,30.0,188463.0,Jon Bellion,https://www.pollstar.com/artist/jon-bellion-188463,False
230029.0,10489,35.0,65.0,12572.0,Rob Zombie,https://www.pollstar.com/artist/rob-zombie-12572,False
1848.0,149,12.0,14.0,128747.0,Mount Moriah,https://www.pollstar.com/artist/mount-moriah-128747,False
1800.0,125,14.0,20.0,198893.0,Tellico,https://www.pollstar.com/artist/tellico-198893,False
2190.0,144,15.0,18.0,67451.0,Brent Cobb,https://www.pollstar.com/artist/brent-cobb-67451,False
21978.0,618,32.5,42.5,12410.0,The Robert Cray Band,https://www.pollstar.com/artist/the-robert-cray-band-12410,False
648026.0,8432,32.0,121.5,173825.0,AlunaGeorge,https://www.pollstar.com/artist/alunageorge-173825,True
22095.0,491,45.0,0.0,7283.0,Squirrel Nut Zippers,https://www.pollstar.com/artist/squirrel-nut-zippers-7283,False
8082.0,500,16.0,18.0,196724.0,We The Folk,https://www.pollstar.com/artist/we-the-folk-196724,False
8111.0,362,22.0,25.0,123799.0,Rival Sons,https://www.pollstar.com/artist/rival-sons-123799,False
9258.0,444,17.5,23.0,34868.0,Galactic,https://www.pollstar.com/artist/galactic-34868,False
259656.19,5381,55.0,76.0,13988.0,Ray LaMontagne,https://www.pollstar.com/artist/ray-lamontagne-13988,True
137921.0,3360,25.0,45.0,205867.0,Marty Grimes,https://www.pollstar.com/artist/marty-grimes-205867,False
265560.0,4825,55.0,60.0,87470.0,Macklemore & Ryan Lewis,https://www.pollstar.com/artist/macklemore-ryan-lewis-87470,True
5100.0,300,17.0,20.0,63210.0,Ra Ra Riot,https://www.pollstar.com/artist/ra-ra-riot-63210,False
34917.6,1049,12.4,63.0,12419.0,Rosanne Cash,https://www.pollstar.com/artist/rosanne-cash-12419,False
7731.0,498,15.0,18.0,184951.0,Judah & The Lion,https://www.pollstar.com/artist/judah-the-lion-184951,False
124359.0,2931,18.75,101.0,72086.0,O.M.D.,https://www.pollstar.com/artist/omd-72086,False
221872.0,2264,98.0,0.0,47327.0,Boston,https://www.pollstar.com/artist/boston-47327,False
380.0,38,10.0,0.0,69989.0,Zach Deputy,https://www.pollstar.com/artist/zach-deputy-69989,False
128369.7,1280,79.0,129.0,26657.0,Kenny Rogers,https://www.pollstar.com/artist/kenny-rogers-26657,False
1612.0,98,18.0,22.0,20216.0,Morgan Heritage,https://www.pollstar.com/artist/morgan-heritage-20216,False
3285.0,133,25.0,0.0,215709.0,Sebastian Forster,https://www.pollstar.com/artist/sebastian-forster-215709,False
5778.0,380,15.0,17.0,66039.0,Saving Abel,https://www.pollstar.com/artist/saving-abel-66039,False
64552.0,1765,29.95,39.95,175331.0,Andra Day,https://www.pollstar.com/artist/andra-day-175331,False
127271.0,1762,49.0,95.0,30493.0,Jackson Browne,https://www.pollstar.com/artist/jackson-browne-30493,False
6168053.0,28635,163.5,817.5,39372.0,Drake,https://www.pollstar.com/artist/drake-39372,True
60527.5,1705,35.0,37.5,170922.0,Joey Bada$$,https://www.pollstar.com/artist/joey-bada-170922,False
223025.0,5037,25.0,77.0,4966.0,Thee Midniters,https://www.pollstar.com/artist/thee-midniters-4966,False
137330.0,1960,65.0,95.0,816.0,Wilco,https://www.pollstar.com/artist/wilco-816,False
12299.0,337,19.0,59.0,210621.0,Guitar Army,https://www.pollstar.com/artist/guitar-army-210621,False
26400.0,1200,22.0,0.0,19189.0,The New Mastersounds,https://www.pollstar.com/artist/the-new-mastersounds-19189,False
301.0,19,15.0,17.0,4107.0,Tom Brosseau,https://www.pollstar.com/artist/tom-brosseau-4107,False
7280.0,214,30.0,35.0,51788.0,Ana Popovic,https://www.pollstar.com/artist/ana-popovic-51788,False
385422.0,4198,150.0,101.0,22198.0,Mavis Staples,https://www.pollstar.com/artist/mavis-staples-22198,True
16500.0,550,29.5,0.0,80043.0,Greg Dulli,https://www.pollstar.com/artist/greg-dulli-80043,False
2280.0,152,15.0,0.0,3766.0,Trapt,https://www.pollstar.com/artist/trapt-3766,False
3167.0,116,25.0,28.0,26153.0,The Kruger Brothers,https://www.pollstar.com/artist/the-kruger-brothers-26153,False
69506.0,1825,29.5,39.5,47387.0,Brandi Carlile,https://www.pollstar.com/artist/brandi-carlile-47387,False
234949.0,6897,15.0,125.0,64062.0,Arcangel,https://www.pollstar.com/artist/arcangel-64062,False
2208.5,167,11.5,14.5,46354.0,Busdriver,https://www.pollstar.com/artist/busdriver-46354,False
7470.0,260,30.0,0.0,29069.0,Jim James,https://www.pollstar.com/artist/jim-james-29069,False
38368.0,1199,35.0,0.0,40028.0,Digable Planets,https://www.pollstar.com/artist/digable-planets-40028,False
11205.0,300,45.0,55.0,16367.0,Peter Wolf,https://www.pollstar.com/artist/peter-wolf-16367,False
393.0,27,12.0,15.0,195752.0,Hannah Gill & The Hours,https://www.pollstar.com/artist/hannah-gill-the-hours-195752,False
1871968.0,15645,29.5,179.5,202257.0,Alessia Cara,https://www.pollstar.com/artist/alessia-cara-202257,True
4875.62,415,12.0,15.0,66916.0,Patrick Sweany,https://www.pollstar.com/artist/patrick-sweany-66916,False
7215.0,350,19.5,0.0,220863.0,The Coax,https://www.pollstar.com/artist/the-coax-220863,False
8387.5,305,27.5,0.0,53546.0,ALO,https://www.pollstar.com/artist/alo-53546,False
152441.24,10077,10.0,50.0,162817.0,For King & Country,https://www.pollstar.com/artist/for-king-country-162817,False
2091.0,120,21.0,0.0,87160.0,Aoife O'Donovan,https://www.pollstar.com/artist/aoife-odonovan-87160,False
62943.5,1093,29.5,69.5,4936.0,Todd Rundgren,https://www.pollstar.com/artist/todd-rundgren-4936,False
52047.0,1180,29.0,69.0,10302.0,Sheila E.,https://www.pollstar.com/artist/sheila-e-10302,False
2800.0,140,20.0,0.0,52633.0,Adam Ezra Group,https://www.pollstar.com/artist/adam-ezra-group-52633,False
20000.0,1000,20.0,0.0,171130.0,Flatbush Zombies,https://www.pollstar.com/artist/flatbush-zombies-171130,False
140529.0,3037,47.5,51.5,13988.0,Ray LaMontagne,https://www.pollstar.com/artist/ray-lamontagne-13988,False
11242.5,262,42.5,45.0,22198.0,Mavis Staples,https://www.pollstar.com/artist/mavis-staples-22198,False
3204.0,195,16.0,18.0,142602.0,Boy & Bear,https://www.pollstar.com/artist/boy-bear-142602,False
48300.0,690,70.0,0.0,46314.0,Brian Wilson,https://www.pollstar.com/artist/brian-wilson-46314,False
16140.0,571,25.0,40.0,14389.0,The Railbenders,https://www.pollstar.com/artist/the-railbenders-14389,False
17416.0,314,50.0,68.0,18767.0,Nick Carter,https://www.pollstar.com/artist/nick-carter-18767,False
703141.43,5506,65.0,225.0,7220.0,Sting,https://www.pollstar.com/artist/sting-7220,True
10812.0,664,16.0,18.0,163564.0,Aer,https://www.pollstar.com/artist/aer-163564,False
9496.0,516,18.0,20.0,204077.0,Tunnel Vision,https://www.pollstar.com/artist/tunnel-vision-204077,False
1200.0,80,15.0,0.0,212228.0,Trapo,https://www.pollstar.com/artist/trapo-212228,False
3300000.0,43000,89.0,1199.0,61692.0,The Dear Hunter,https://www.pollstar.com/artist/the-dear-hunter-61692,True
75801.0,2032,25.5,75.0,45571.0,Casting Crowns,https://www.pollstar.com/artist/casting-crowns-45571,False
43516.0,1464,25.0,35.0,136465.0,Izcalli,https://www.pollstar.com/artist/izcalli-136465,False
3450.0,234,15.0,0.0,156550.0,The Browning,https://www.pollstar.com/artist/the-browning-156550,False
741851.0,15055,35.0,175.0,48388.0,Black Sabbath,https://www.pollstar.com/artist/black-sabbath-48388,True
5851.47,325,12.5,35.0,213189.0,A Decade Of Soul,https://www.pollstar.com/artist/a-decade-of-soul-213189,False
9835.0,625,15.0,17.0,96549.0,The California Honeydrops,https://www.pollstar.com/artist/the-california-honeydrops-96549,False
64760.0,1746,35.0,65.0,18260.0,Old Crow Medicine Show,https://www.pollstar.com/artist/old-crow-medicine-show-18260,False
903340.9,10292,26.95,136.95,175638.0,Farruko,https://www.pollstar.com/artist/farruko-175638,True
119149.0,1060,96.0,246.0,57656.0,Las Vegas Philharmonic Orchestra,https://www.pollstar.com/artist/las-vegas-philharmonic-orchestra-57656,False
720.0,39,18.0,20.0,186694.0,Erika Luckett ,https://www.pollstar.com/artist/erika-luckett-186694,False
75553.5,2651,28.5,0.0,2704.0,Violent Femmes,https://www.pollstar.com/artist/violent-femmes-2704,False
53195.0,3110,20.0,25.0,68252.0,Cody Johnson,https://www.pollstar.com/artist/cody-johnson-68252,False
10356.0,425,20.0,25.0,83184.0,Dailey & Vincent,https://www.pollstar.com/artist/dailey-vincent-83184,False
1056.0,77,12.0,15.0,200010.0,Lucky Chops,https://www.pollstar.com/artist/lucky-chops-200010,False
43709.75,1500,20.0,50.0,191212.0,DJ Promote,https://www.pollstar.com/artist/dj-promote-191212,False
256.0,33,5.0,8.0,108704.0,Vices,https://www.pollstar.com/artist/vices-108704,False
41783.0,1267,39.0,94.0,52389.0,AJ Swearingen,https://www.pollstar.com/artist/aj-swearingen-52389,False
30038.0,724,26.0,46.0,167143.0,Jason Isbell,https://www.pollstar.com/artist/jason-isbell-167143,False
29918.0,1077,27.5,32.5,29399.0,Jennifer O'Connor,https://www.pollstar.com/artist/jennifer-oconnor-29399,False
180630.0,3400,45.0,75.0,28986.0,Jill Scott,https://www.pollstar.com/artist/jill-scott-28986,False
13085.0,640,20.0,23.0,122929.0,The Maxies,https://www.pollstar.com/artist/the-maxies-122929,False
129179.0,1576,68.0,98.0,8162.0,Smokey Robinson,https://www.pollstar.com/artist/smokey-robinson-8162,False
3300.0,330,10.0,0.0,82349.0,Breathe Carolina,https://www.pollstar.com/artist/breathe-carolina-82349,False
1544259.43,12074,65.0,150.0,46614.0,Bruce Springsteen & The E Street Band,https://www.pollstar.com/artist/bruce-springsteen-the-e-street-band-46614,True
5820.0,291,18.0,25.0,88774.0,B.J. Barham,https://www.pollstar.com/artist/bj-barham-88774,False
25055.0,664,37.5,0.0,87977.0,Sinkane,https://www.pollstar.com/artist/sinkane-87977,False
4200.0,350,12.0,0.0,202366.0,Strawberry Girls,https://www.pollstar.com/artist/strawberry-girls-202366,False
1531.0,136,10.0,18.0,6223.0,Suburbia,https://www.pollstar.com/artist/suburbia-6223,False
1294975.0,11537,49.95,300.0,14117.0,Queensrÿche,https://www.pollstar.com/artist/queensrche-14117,True
1278480.0,24232,25.0,90.0,47896.0,blink-182,https://www.pollstar.com/artist/blink-182-47896,True
60000.0,1500,40.0,43.0,173652.0,Pure Bathing Culture,https://www.pollstar.com/artist/pure-bathing-culture-173652,False
247640.0,3585,45.0,80.0,17950.0,The Offspring,https://www.pollstar.com/artist/the-offspring-17950,False
24615.0,683,17.5,47.5,55499.0,The Florida Orchestra,https://www.pollstar.com/artist/the-florida-orchestra-55499,False
11805.0,557,20.0,25.0,55977.0,Questlove,https://www.pollstar.com/artist/questlove-55977,False
108736.0,1300,79.0,98.0,28186.0,Johnny Mathis,https://www.pollstar.com/artist/johnny-mathis-28186,False
159600.0,2071,45.0,350.0,49320.0,The Beach Boys,https://www.pollstar.com/artist/the-beach-boys-49320,False
585288.0,16956,20.0,69.0,44462.0,Chris Young,https://www.pollstar.com/artist/chris-young-44462,True
503502.0,6783,42.0,115.0,39802.0,The Chicks,https://www.pollstar.com/artist/the-chicks-39802,True
13452.0,310,38.0,50.0,155226.0,Avery*Sunshine ,https://www.pollstar.com/artist/averysunshine-155226,False
46767.0,1922,20.0,35.0,34866.0,Gaither Vocal Band,https://www.pollstar.com/artist/gaither-vocal-band-34866,False
14496.0,536,24.0,27.0,47443.0,Blues Traveler,https://www.pollstar.com/artist/blues-traveler-47443,False
10920.0,312,35.0,0.0,192493.0,Jeff Austin Band,https://www.pollstar.com/artist/jeff-austin-band-192493,False
634.26,65,10.0,0.0,210107.0,Soft Bodies,https://www.pollstar.com/artist/soft-bodies-210107,False
42391.0,953,39.0,65.0,32635.0,Herman's Hermits Starring Peter Noone,https://www.pollstar.com/artist/hermans-hermits-starring-peter-noone-32635,False
405937.0,6039,27.0,87.0,130798.0,Mike Posner,https://www.pollstar.com/artist/mike-posner-130798,True
7700.0,350,18.0,22.0,84979.0,Rob Stoneback Big Band,https://www.pollstar.com/artist/rob-stoneback-big-band-84979,False
756.0,46,15.0,18.0,52626.0,Adam Carroll,https://www.pollstar.com/artist/adam-carroll-52626,False
9915.0,314,24.0,63.0,38317.0,Dweezil Zappa,https://www.pollstar.com/artist/dweezil-zappa-38317,False
6135.0,271,15.0,35.0,156443.0,Lera Lynn,https://www.pollstar.com/artist/lera-lynn-156443,False
2775.0,185,15.0,0.0,31499.0,Howie Day,https://www.pollstar.com/artist/howie-day-31499,False
88091.0,1195,39.0,99.0,46985.0,Brian Setzer Orchestra,https://www.pollstar.com/artist/brian-setzer-orchestra-46985,False
27652.0,797,28.0,30.0,119430.0,Tribulation,https://www.pollstar.com/artist/tribulation-119430,False
44111.0,1262,40.0,0.0,27034.0,Karl Denson's Tiny Universe,https://www.pollstar.com/artist/karl-densons-tiny-universe-27034,False
1726.0,116,14.0,17.0,12942.0,Ringworm,https://www.pollstar.com/artist/ringworm-12942,False
268.0,28,8.0,10.0,186054.0,Ne-Hi,https://www.pollstar.com/artist/ne-hi-186054,False
13559.0,554,23.5,38.5,143900.0,Swans,https://www.pollstar.com/artist/swans-143900,False
936.0,134,4.5,7.5,31924.0,Hook,https://www.pollstar.com/artist/hook-31924,False
119572.94,3673,30.0,50.0,37646.0,Eve,https://www.pollstar.com/artist/eve-37646,False
3076.0,140,22.0,0.0,52743.0,Alejandro Escovedo,https://www.pollstar.com/artist/alejandro-escovedo-52743,False
15295.0,600,25.0,35.0,71284.0,Basia Bulat,https://www.pollstar.com/artist/basia-bulat-71284,False
4924530.0,36716,49.0,250.0,12030.0,Rod Stewart,https://www.pollstar.com/artist/rod-stewart-12030,True
19552.0,1050,15.0,40.0,151780.0,Rend Collective,https://www.pollstar.com/artist/rend-collective-151780,False
11895.0,351,35.0,0.0,177564.0,Voces8,https://www.pollstar.com/artist/voces8-177564,False
29430.0,981,30.0,0.0,15756.0,Phil Vassar,https://www.pollstar.com/artist/phil-vassar-15756,False
5050.0,505,10.0,0.0,34211.0,Great American Taxi,https://www.pollstar.com/artist/great-american-taxi-34211,False
795963.5,15699,30.5,74.0,3779.0,Trans-Siberian Orchestra,https://www.pollstar.com/artist/trans-siberian-orchestra-3779,True
72612.0,1594,45.0,49.5,9992.0,Shinedown,https://www.pollstar.com/artist/shinedown-9992,False
42008.0,1424,29.5,32.0,86.0,Yellowcard,https://www.pollstar.com/artist/yellowcard-86,False
83551.03,2717,29.0,81.0,181626.0,San Antonio Symphony Orchestra,https://www.pollstar.com/artist/san-antonio-symphony-orchestra-181626,False
678095.0,10270,37.0,125.0,4305.0,Too $hort,https://www.pollstar.com/artist/too-hort-4305,True
2286.0,218,10.0,12.0,12965.0,Ripe,https://www.pollstar.com/artist/ripe-12965,False
591084.0,5012,64.5,144.5,18310.0,Paul Simon,https://www.pollstar.com/artist/paul-simon-18310,True
10800.0,600,18.0,20.0,10879.0,Sarah Jarosz,https://www.pollstar.com/artist/sarah-jarosz-10879,False
36192.0,1248,23.0,45.0,1661.0,Who's Bad - The Ultimate Michael Jackson Tribute,https://www.pollstar.com/artist/whos-bad-the-ultimate-michael-jackson-tribute-1661,False
5512.0,454,12.0,14.0,46129.0,Bully,https://www.pollstar.com/artist/bully-46129,False
1025143.0,11193,29.5,150.0,22980.0,Mario Winans,https://www.pollstar.com/artist/mario-winans-22980,True
32020.0,1343,25.0,30.0,47198.0,Bone Thugs-N-Harmony,https://www.pollstar.com/artist/bone-thugs-n-harmony-47198,False
194.09,43,4.5,0.0,197160.0,Atomic Lights,https://www.pollstar.com/artist/atomic-lights-197160,False
2607.0,149,15.0,20.0,193375.0,Hannah Wicklund & The Steppin Stones,https://www.pollstar.com/artist/hannah-wicklund-the-steppin-stones-193375,False
337159.95,6314,27.5,73.0,189967.0,Us The Duo,https://www.pollstar.com/artist/us-the-duo-189967,True
3675.0,172,19.5,29.5,42035.0,David Jacobs-Strain,https://www.pollstar.com/artist/david-jacobs-strain-42035,False
13513.5,693,18.0,25.0,192480.0,Yung Lean ,https://www.pollstar.com/artist/yung-lean-192480,False
43731.0,1458,29.5,39.5,47982.0,Bloc Party,https://www.pollstar.com/artist/bloc-party-47982,False
275201.0,6807,37.5,85.0,43601.0,Collective Soul,https://www.pollstar.com/artist/collective-soul-43601,True
4101.0,265,15.0,18.0,32161.0,(hed)pe,https://www.pollstar.com/artist/hedpe-32161,False
6580.0,299,20.0,25.0,203429.0,Mama Doll,https://www.pollstar.com/artist/mama-doll-203429,False
7014.0,394,16.25,20.25,84673.0,Wye Oak,https://www.pollstar.com/artist/wye-oak-84673,False
1044474.0,12424,65.0,132.0,177660.0,Luminox,https://www.pollstar.com/artist/luminox-177660,True
106260.0,1793,20.0,75.0,223892.0,"""Jethro Tull - Written And Performed By Ian Anderson""",https://www.pollstar.com/artist/jethro-tull-written-and-performed-by-ian-anderson-223892,False
31500.0,700,45.0,0.0,27125.0,Kasim Sulton,https://www.pollstar.com/artist/kasim-sulton-27125,False
6399.0,425,15.0,17.0,166114.0,Wild Belle,https://www.pollstar.com/artist/wild-belle-166114,False
2886.0,129,23.0,28.0,198480.0,Mexrrissey,https://www.pollstar.com/artist/mexrrissey-198480,False
529618.0,12009,25.0,85.0,64299.0,The Twilight Sad,https://www.pollstar.com/artist/the-twilight-sad-64299,True
21393.0,936,22.0,25.0,4301.0,Toots and The Maytals,https://www.pollstar.com/artist/toots-and-the-maytals-4301,False
38085.0,806,49.0,59.0,12679.0,Robin Trower,https://www.pollstar.com/artist/robin-trower-12679,False
2440.0,113,20.0,25.0,183234.0,Luther Dickinson,https://www.pollstar.com/artist/luther-dickinson-183234,False
102839.0,1461,55.0,85.0,59048.0,Arash,https://www.pollstar.com/artist/arash-59048,False
66912.65,926,38.5,99.5,18330.0,Olivia Newton-John,https://www.pollstar.com/artist/olivia-newton-john-18330,False
17575.0,700,20.0,30.0,5651.0,Tech N9ne,https://www.pollstar.com/artist/tech-n9ne-5651,False
123577.0,1734,39.95,175.0,42405.0,Cyndi Lauper,https://www.pollstar.com/artist/cyndi-lauper-42405,False
7521.5,307,24.5,0.0,41723.0,David Lindley,https://www.pollstar.com/artist/david-lindley-41723,False
7345.0,238,25.0,70.0,185450.0,Omnium Gatherum,https://www.pollstar.com/artist/omnium-gatherum-185450,False
3726.0,126,36.5,65.0,218564.0,James Hunter Six,https://www.pollstar.com/artist/james-hunter-six-218564,False
238776.5,5561,30.0,125.0,21417.0,Melissa Etheridge,https://www.pollstar.com/artist/melissa-etheridge-21417,False
48975.0,988,10.0,55.0,47177.0,Boney James,https://www.pollstar.com/artist/boney-james-47177,False
205281.0,2572,24.5,99.0,106190.0,Levon,https://www.pollstar.com/artist/levon-106190,False
1660.12,250,4.5,7.5,215290.0,Saint Laron,https://www.pollstar.com/artist/saint-laron-215290,False
26345.0,561,45.0,50.0,4132.0,Tommy Emmanuel,https://www.pollstar.com/artist/tommy-emmanuel-4132,False
2490.0,166,15.0,0.0,65541.0,Current Swell,https://www.pollstar.com/artist/current-swell-65541,False
3142.0,162,16.0,21.0,720807.0,"""Composers Showcase""",https://www.pollstar.com/artist/composers-showcase-720807,False
8526.0,328,25.0,27.0,156004.0,Saul Hernandez,https://www.pollstar.com/artist/saul-hernandez-156004,False
30863.0,1400,22.0,25.0,1366.0,Walker Hayes,https://www.pollstar.com/artist/walker-hayes-1366,False
75207.0,946,79.5,80.0,41768.0,David Gray,https://www.pollstar.com/artist/david-gray-41768,False
55127.0,2359,22.5,25.0,12845.0,Ricky Skaggs,https://www.pollstar.com/artist/ricky-skaggs-12845,False
1381.6,176,3.6,8.0,179950.0,Nonstop To Cairo,https://www.pollstar.com/artist/nonstop-to-cairo-179950,False
667882.0,11799,40.75,128.75,132.0,Yolanda Adams,https://www.pollstar.com/artist/yolanda-adams-132,True
6042.0,461,12.0,15.0,84505.0,Scale The Summit,https://www.pollstar.com/artist/scale-the-summit-84505,False
2562.0,182,12.0,15.0,177042.0,Steep Ravine,https://www.pollstar.com/artist/steep-ravine-177042,False
39070.15,983,15.0,54.5,205264.0,Vocalosity,https://www.pollstar.com/artist/vocalosity-205264,False
437424.0,12652,40.0,50.0,146126.0,Twenty One Pilots,https://www.pollstar.com/artist/twenty-one-pilots-146126,True
6735.0,408,15.0,20.0,193465.0,Shrub,https://www.pollstar.com/artist/shrub-193465,False
18720.0,624,30.0,0.0,478.0,The Wood Brothers,https://www.pollstar.com/artist/the-wood-brothers-478,False
395598.0,5813,39.5,179.5,21935.0,Maxwell,https://www.pollstar.com/artist/maxwell-21935,True
6665.0,216,30.0,35.0,37860.0,The English Beat,https://www.pollstar.com/artist/the-english-beat-37860,False
17537.0,923,19.0,0.0,204697.0,Transviolet,https://www.pollstar.com/artist/transviolet-204697,False
266213.0,5826,49.5,50.0,65543.0,Local Natives,https://www.pollstar.com/artist/local-natives-65543,True
4464.0,385,12.0,14.0,17075.0,Partly Cloudy,https://www.pollstar.com/artist/partly-cloudy-17075,False
412248.0,5551,39.0,109.0,37537.0,Eric Krasno,https://www.pollstar.com/artist/eric-krasno-37537,True
1240.0,124,10.0,0.0,190370.0,Christian Lopez,https://www.pollstar.com/artist/christian-lopez-190370,False
22000.0,1100,20.0,0.0,196968.0,Remy Banks,https://www.pollstar.com/artist/remy-banks-196968,False
208626.0,7221,15.0,50.25,41689.0,Darius Rucker,https://www.pollstar.com/artist/darius-rucker-41689,False
197738.82,2465,49.5,129.5,31316.0,Il Divo,https://www.pollstar.com/artist/il-divo-31316,False
50605.0,1637,30.0,35.0,5120.0,Tegan And Sara,https://www.pollstar.com/artist/tegan-and-sara-5120,False
134644.0,2612,49.5,0.0,39906.0,DJ Drama,https://www.pollstar.com/artist/dj-drama-39906,False
